doc,A_sent_id,A_speaker,A_text,A_sound_url,A_tokens,A_pos_tags,B_sent_id,B_speaker,B_text,B_sound_url,B_tokens,B_pos_tags,B_token_count,B_has_verbal_bc,B_all_in_lexicon,first_token_form,first_token_lemma,first_token_upos,first_token_deprel,backchannel_type,A_is_question,A_continues,warnings,keep?
Gos224,Gos224.s142,Bf-prij-07191,"pa je povedala , da je od tukaj doma , da je nasproti šole bila doma kot mlada , ne .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s142.mp3,pa je povedala da je od tukaj doma da je nasproti šole bila doma kot mlada ne,CCONJ AUX VERB SCONJ VERB ADP ADV ADV SCONJ AUX ADP NOUN VERB ADV SCONJ ADJ PART,Gos224.s143,Af-prij-07190,"mhm , mhm .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s143.mp3,mhm mhm,INTJ INTJ,2,0,1,mhm,mhm,INTJ,root,continuer,0,1,a_continues,
Gos224,Gos224.s144,Bf-prij-07191,"eee , da je , da so jo imeli rad učitelji , ne , in vse se je videlo , da dobro govori in vse , ne .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s144.mp3,eee da je da so jo imeli rad učitelji ne in vse se je videlo da dobro govori in vse ne,INTJ SCONJ AUX SCONJ AUX PRON VERB ADV NOUN PART CCONJ DET PRON AUX VERB SCONJ ADV VERB CCONJ DET PART,Gos224.s145,Af-prij-07190,"mhm , mhm .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s145.mp3,mhm mhm,INTJ INTJ,2,0,1,mhm,mhm,INTJ,root,continuer,0,1,a_continues,
Gos224,Gos224.s146,Bf-prij-07191,"da , kako lep kraj , ampak pač , mož je menda od dol ali kupila sta to , ne vem , da sta zdaj na Jeprenku .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s146.mp3,da kako lep kraj ampak pač mož je menda od dol ali kupila sta to ne vem da sta zdaj na Jeprenku,SCONJ ADV ADJ NOUN CCONJ PART NOUN VERB PART ADP ADV CCONJ VERB AUX DET PART VERB SCONJ VERB ADV ADP PROPN,Gos224.s147,Af-prij-07190,mhm .,https://nl.ijs.si/project/gos20/Gos224/Gos224.s147.mp3,mhm,INTJ,1,0,1,mhm,mhm,INTJ,root,continuer,0,0,ok,
Gos224,Gos224.s148,Af-prij-07190,mhm .,https://nl.ijs.si/project/gos20/Gos224/Gos224.s148.mp3,mhm,INTJ,Gos224.s149,Bf-prij-07191,"ja , da , da so imeli šolo , ne , samo šola je zaprta .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s149.mp3,ja da da so imeli šolo ne samo šola je zaprta,PART SCONJ SCONJ AUX VERB NOUN PART PART NOUN AUX ADJ,11,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos224,Gos224.s149,Bf-prij-07191,"ja , da , da so imeli šolo , ne , samo šola je zaprta .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s149.mp3,ja da da so imeli šolo ne samo šola je zaprta,PART SCONJ SCONJ AUX VERB NOUN PART PART NOUN AUX ADJ,Gos224.s150,Af-prij-07190,"mhm , je .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s150.mp3,mhm je,INTJ VERB,2,0,0,mhm,mhm,INTJ,discourse,continuer,0,0,not_all_in_lexicon,
Gos224,Gos224.s152,Bf-prij-07191,"eee , ja , ta ki , da se zbirajo .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s152.mp3,eee ja ta ki da se zbirajo,INTJ PART DET X SCONJ PRON VERB,Gos224.s153,Af-prij-07190,"ja , da se zbirajo , mhm .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s153.mp3,ja da se zbirajo mhm,PART SCONJ PRON VERB INTJ,5,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos224,Gos224.s153,Af-prij-07190,"ja , da se zbirajo , mhm .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s153.mp3,ja da se zbirajo mhm,PART SCONJ PRON VERB INTJ,Gos224.s154,Bf-prij-07191,"ja , ja , tako kot so imeli na primer na Razboru , samo Razbor je pol dal tisti komuni prodal , sami so pa nov naredili , ne .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s154.mp3,ja ja tako kot so imeli na primer na Razboru samo Razbor je pol dal tisti komuni prodal sami so pa nov naredili ne,PART PART ADV SCONJ AUX VERB ADP NOUN ADP PROPN PART NOUN AUX DET VERB DET NOUN VERB ADJ AUX CCONJ ADJ VERB PART,24,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos224,Gos224.s155,Af-prij-07190,"to so pa in to so , vse so mi , vse so mi naredile .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s155.mp3,to so pa in to so vse so mi vse so mi naredile,DET AUX CCONJ CCONJ DET VERB DET AUX PRON DET AUX PRON VERB,Gos224.s156,Bf-prij-07191,"mhm , pridne ženske , ooo .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s156.mp3,mhm pridne ženske ooo,INTJ ADJ NOUN INTJ,4,0,0,mhm,mhm,INTJ,discourse,continuer,0,1,not_all_in_lexicon; a_continues,
Gos224,Gos224.s156,Bf-prij-07191,"mhm , pridne ženske , ooo .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s156.mp3,mhm pridne ženske ooo,INTJ ADJ NOUN INTJ,Gos224.s157,Af-prij-07190,"ja , vse , tudi pohištvo noter , vse so napeljali , eem , eem , navozili , vse nek- , mmm , staro pohištvo , ne .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s157.mp3,ja vse tudi pohištvo noter vse so napeljali eem eem navozili vse nek- mmm staro pohištvo ne,PART DET PART NOUN ADV DET AUX VERB INTJ INTJ VERB DET X INTJ ADJ NOUN PART,17,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos224,Gos224.s157,Af-prij-07190,"ja , vse , tudi pohištvo noter , vse so napeljali , eem , eem , navozili , vse nek- , mmm , staro pohištvo , ne .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s157.mp3,ja vse tudi pohištvo noter vse so napeljali eem eem navozili vse nek- mmm staro pohištvo ne,PART DET PART NOUN ADV DET AUX VERB INTJ INTJ VERB DET X INTJ ADJ NOUN PART,Gos224.s158,Bf-prij-07191,"no , saj ni važno , še bolj paše v tak , eee , mhm , mhm .",https://nl.ijs.si/project/gos20/Gos224/Gos224.s158.mp3,no saj ni važno še bolj paše v tak eee mhm mhm,PART CCONJ AUX ADJ PART ADV VERB ADP DET INTJ INTJ INTJ,12,0,0,no,no,PART,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos225,Gos225.s341,Am-prij-02345,"zdaj pa spij pa mi kokakolo noter , če ne , no , če se hecam .",https://nl.ijs.si/project/gos20/Gos225/Gos225.s341.mp3,zdaj pa spij pa mi kokakolo noter če ne no če se hecam,ADV CCONJ VERB CCONJ PRON NOUN ADV SCONJ PART PART SCONJ PRON VERB,Gos225.s342,Em-prij-02349,"ne , daj , naj požri , naj požre tisto , kaj je .",https://nl.ijs.si/project/gos20/Gos225/Gos225.s342.mp3,ne daj naj požri naj požre tisto kaj je,PART VERB PART VERB PART VERB DET PRON AUX,9,0,0,ne,ne,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos225,Gos225.s342,Em-prij-02349,"ne , daj , naj požri , naj požre tisto , kaj je .",https://nl.ijs.si/project/gos20/Gos225/Gos225.s342.mp3,ne daj naj požri naj požre tisto kaj je,PART VERB PART VERB PART VERB DET PRON AUX,Gos225.s343,Hf-prij-02352,ne .,https://nl.ijs.si/project/gos20/Gos225/Gos225.s343.mp3,ne,PART,1,0,1,ne,ne,PART,root,surprise,0,0,ok,
Gos225,Gos225.s344,Hf-prij-02352,"tisti , ki je žejen , bo spil .",https://nl.ijs.si/project/gos20/Gos225/Gos225.s344.mp3,tisti ki je žejen bo spil,DET SCONJ AUX ADJ AUX VERB,Gos225.s345,Em-prij-02349,"no , saj imaš še kozarec .",https://nl.ijs.si/project/gos20/Gos225/Gos225.s345.mp3,no saj imaš še kozarec,PART CCONJ VERB PART NOUN,5,0,0,no,no,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos225,Gos225.s352,Am-prij-02345,boš sok ?,https://nl.ijs.si/project/gos20/Gos225/Gos225.s352.mp3,boš sok,VERB NOUN,Gos225.s353,Bm-prij-02346,aja .,https://nl.ijs.si/project/gos20/Gos225/Gos225.s353.mp3,aja,INTJ,1,0,1,aja,aja,INTJ,root,responsive,1,0,a_is_question,
Gos225,Gos225.s353,Bm-prij-02346,aja .,https://nl.ijs.si/project/gos20/Gos225/Gos225.s353.mp3,aja,INTJ,Gos225.s354,Cm-prij-02347,"ne , ne , samo tako je bilo hecno , ko",https://nl.ijs.si/project/gos20/Gos225/Gos225.s354.mp3,ne ne samo tako je bilo hecno ko,PART PART PART ADV AUX AUX ADJ SCONJ,8,0,0,ne,ne,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos225,Gos225.s357,Cm-prij-02347,če si ti v kozarec,https://nl.ijs.si/project/gos20/Gos225/Gos225.s357.mp3,če si ti v kozarec,SCONJ VERB PRON ADP NOUN,Gos225.s358,Am-prij-02345,"ja , stari , na tabletah .",https://nl.ijs.si/project/gos20/Gos225/Gos225.s358.mp3,ja stari na tabletah,PART ADJ ADP NOUN,4,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos225,Gos225.s359,Hf-prij-02352,"na , noče , ne tule na",https://nl.ijs.si/project/gos20/Gos225/Gos225.s359.mp3,na noče ne tule na,ADP VERB PART ADV ADP,Gos225.s360,Cm-prij-02347,"kaj tako si , da bi dala ona kaj noter , ne vem , ko ima , kaj jaz vem .",https://nl.ijs.si/project/gos20/Gos225/Gos225.s360.mp3,kaj tako si da bi dala ona kaj noter ne vem ko ima kaj jaz vem,PRON ADV VERB SCONJ AUX VERB PRON PRON ADV PART VERB SCONJ VERB PRON PRON VERB,16,1,0,kaj,kaj,PRON,discourse,surprise,0,0,has_verbal_bc; not_all_in_lexicon,
Gos225,Gos225.s364,Dm-prij-02348,ti bom jaz jutri na tule na računalniku .,https://nl.ijs.si/project/gos20/Gos225/Gos225.s364.mp3,ti bom jaz jutri na tule na računalniku,PRON VERB PRON ADV ADP ADV ADP NOUN,Gos225.s365,Hf-prij-02352,"ja , pa saj imate na telefonu .",https://nl.ijs.si/project/gos20/Gos225/Gos225.s365.mp3,ja pa saj imate na telefonu,PART CCONJ CCONJ VERB ADP NOUN,6,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos225,Gos225.s365,Hf-prij-02352,"ja , pa saj imate na telefonu .",https://nl.ijs.si/project/gos20/Gos225/Gos225.s365.mp3,ja pa saj imate na telefonu,PART CCONJ CCONJ VERB ADP NOUN,Gos225.s366,Bm-prij-02346,"no , ni že vs- .",https://nl.ijs.si/project/gos20/Gos225/Gos225.s366.mp3,no ni že vs-,PART VERB PART X,4,0,0,no,no,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos226,Gos226.s79,Bf-star-02241,ki je bil [name:personal] .,https://nl.ijs.si/project/gos20/Gos226/Gos226.s79.mp3,ki je bil [name:personal],SCONJ AUX AUX PROPN,Gos226.s80,Cf-otro-02242,kako [name:personal] ?,https://nl.ijs.si/project/gos20/Gos226/Gos226.s80.mp3,kako [name:personal],ADV PROPN,2,0,0,kako,kako,ADV,root,surprise,0,1,not_all_in_lexicon; a_continues,
Gos226,Gos226.s80,Cf-otro-02242,kako [name:personal] ?,https://nl.ijs.si/project/gos20/Gos226/Gos226.s80.mp3,kako [name:personal],ADV PROPN,Gos226.s81,Bf-star-02241,"ja , kaj ni [name:personal] ta avto ?",https://nl.ijs.si/project/gos20/Gos226/Gos226.s81.mp3,ja kaj ni [name:personal] ta avto,PART ADV AUX PROPN DET NOUN,6,0,0,ja,ja,PART,discourse,responsive,1,0,a_is_question; not_all_in_lexicon,
Gos226,Gos226.s82,Am-star-02240,[name:personal] so ga dali .,https://nl.ijs.si/project/gos20/Gos226/Gos226.s82.mp3,[name:personal] so ga dali,PROPN AUX PRON VERB,Gos226.s83,Cf-otro-02242,aja .,https://nl.ijs.si/project/gos20/Gos226/Gos226.s83.mp3,aja,INTJ,1,0,1,aja,aja,INTJ,root,responsive,0,0,ok,
Gos226,Gos226.s84,Bf-star-02241,"kaj še to ne veš , ojoj , ti pa res nič ne veš .",https://nl.ijs.si/project/gos20/Gos226/Gos226.s84.mp3,kaj še to ne veš ojoj ti pa res nič ne veš,ADV PART DET PART VERB INTJ PRON CCONJ ADV DET PART VERB,Gos226.s85,Cf-otro-02242,"ja , to tudi nisem vedela , ne .",https://nl.ijs.si/project/gos20/Gos226/Gos226.s85.mp3,ja to tudi nisem vedela ne,PART DET PART AUX VERB PART,6,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos226,Gos226.s89,Am-star-02240,z oplom .,https://nl.ijs.si/project/gos20/Gos226/Gos226.s89.mp3,z oplom,ADP NOUN,Gos226.s90,Cf-otro-02242,"ja , saj bi mogla ona tudi baje takrat , no , v petek , ko smo bile me takrat na koncertu , bi mogla [name:personal] voziti že kao okrog , pa ni še šla vozniške naredit , je imela tisto potrdilo samo , ne .",https://nl.ijs.si/project/gos20/Gos226/Gos226.s90.mp3,ja saj bi mogla ona tudi baje takrat no v petek ko smo bile me takrat na koncertu bi mogla [name:personal] voziti že kao okrog pa ni še šla vozniške naredit je imela tisto potrdilo samo ne,PART CCONJ AUX VERB PRON PART PART ADV PART ADP NOUN SCONJ AUX VERB PRON ADV ADP NOUN AUX VERB PROPN VERB PART PART ADV CCONJ AUX PART VERB ADJ VERB AUX VERB DET NOUN PART PART,37,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos226,Gos226.s91,Cf-otro-02242,"pa pol ni , ja , baje , da lahko , jaz sem se štirinajst dni s potrdilom vozila , preden sem si šla vozniško naredit .",https://nl.ijs.si/project/gos20/Gos226/Gos226.s91.mp3,pa pol ni ja baje da lahko jaz sem se štirinajst dni s potrdilom vozila preden sem si šla vozniško naredit,CCONJ DET VERB PART PART SCONJ ADV PRON AUX PRON NUM NOUN ADP NOUN VERB SCONJ AUX PRON VERB ADJ VERB,Gos226.s92,Bf-star-02241,"ja , saj lahko s potrdilom pelješ , ne .",https://nl.ijs.si/project/gos20/Gos226/Gos226.s92.mp3,ja saj lahko s potrdilom pelješ ne,PART CCONJ ADV ADP NOUN VERB PART,7,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos227,Gos227.s66,Bf-soro-05616,eno hišo in eno vilo in ne vem,https://nl.ijs.si/project/gos20/Gos227/Gos227.s66.mp3,eno hišo in eno vilo in ne vem,NUM NOUN CCONJ NUM NOUN CCONJ PART VERB,Gos227.s67,Af-soro-05615,"ja , ja .",https://nl.ijs.si/project/gos20/Gos227/Gos227.s67.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,0,ok,
Gos227,Gos227.s69,Ff-soro-05614,tako bi jaz imela .,https://nl.ijs.si/project/gos20/Gos227/Gos227.s69.mp3,tako bi jaz imela,DET AUX PRON VERB,Gos227.s70,Af-soro-05615,"ne kaži , nimam pojma .",https://nl.ijs.si/project/gos20/Gos227/Gos227.s70.mp3,ne kaži nimam pojma,PART VERB VERB NOUN,4,0,0,ne,ne,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos227,Gos227.s72,Bf-soro-05616,"[name:personal] je in [name:personal] , [name:personal] mi je prinesla .",https://nl.ijs.si/project/gos20/Gos227/Gos227.s72.mp3,[name:personal] je in [name:personal] [name:personal] mi je prinesla,PROPN VERB CCONJ PROPN PROPN PRON AUX VERB,Gos227.s73,Af-soro-05615,"aja , zakaj imaš ti njihove slike ?",https://nl.ijs.si/project/gos20/Gos227/Gos227.s73.mp3,aja zakaj imaš ti njihove slike,INTJ ADV VERB PRON DET NOUN,6,0,0,aja,aja,INTJ,discourse,responsive,0,0,not_all_in_lexicon,
Gos228,Gos228.s73,Kf-sode-01615,"potem dobiš kakšnega Francoza , ki zaluta gor po Škocjanu , jaz ne vem , tisti garmin jih pelje .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s73.mp3,potem dobiš kakšnega Francoza ki zaluta gor po Škocjanu jaz ne vem tisti garmin jih pelje,ADV VERB DET PROPN SCONJ VERB ADV ADP PROPN PRON PART VERB DET PROPN PRON VERB,Gos228.s74,Sf-sode-01618,"ja , ti ne veš , cesta na Markovec , obrnejo tam pri nas in grejo spet nazaj in gledajo , kam bodo šli , da grejo proti Puli , ne .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s74.mp3,ja ti ne veš cesta na Markovec obrnejo tam pri nas in grejo spet nazaj in gledajo kam bodo šli da grejo proti Puli ne,PART PRON PART VERB NOUN ADP PROPN VERB ADV ADP PRON CCONJ VERB ADV ADV CCONJ VERB ADV AUX VERB SCONJ VERB ADP NOUN PART,25,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos228,Gos228.s77,Sf-sode-01618,je čisto drugače zdaj .,https://nl.ijs.si/project/gos20/Gos228/Gos228.s77.mp3,je čisto drugače zdaj,VERB ADV ADV ADV,Gos228.s78,Kf-sode-01615,"ja , saj .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s78.mp3,ja saj,PART CCONJ,2,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos228,Gos228.s79,Kf-sode-01615,"no , zdaj spoznavajo svet in domovino brez vinjet več kot mi , ne .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s79.mp3,no zdaj spoznavajo svet in domovino brez vinjet več kot mi ne,PART ADV VERB NOUN CCONJ NOUN ADP NOUN DET SCONJ PRON PART,Gos228.s80,Sf-sode-01618,"ja , tako je , ja .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s80.mp3,ja tako je ja,PART ADV VERB PART,4,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos228,Gos228.s81,Kf-sode-01615,"se prevažajo tam proti Dragonji , tam je",https://nl.ijs.si/project/gos20/Gos228/Gos228.s81.mp3,se prevažajo tam proti Dragonji tam je,PRON VERB ADV ADP PROPN ADV VERB,Gos228.s82,If-sode-01616,"ja , ja , jaz sem včeraj , ko smo šli proti Belvedurju , ne , ki greš tam mimo Svetega Antona .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s82.mp3,ja ja jaz sem včeraj ko smo šli proti Belvedurju ne ki greš tam mimo Svetega Antona,PART PART PRON VERB ADV SCONJ AUX VERB ADP PROPN PART SCONJ VERB ADV ADP ADJ PROPN,17,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos228,Gos228.s83,If-sode-01616,"ne , ne , ne , to greš Gračišča .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s83.mp3,ne ne ne to greš Gračišča,PART PART PART DET VERB PROPN,Gos228.s84,Rm-sode-01614,"ne , Belvedur je proti , eee , ma kakšne Šmarje , kaj ti govoriš , moreš iti na Gračišče .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s84.mp3,ne Belvedur je proti eee ma kakšne Šmarje kaj ti govoriš moreš iti na Gračišče,PART PROPN VERB ADP INTJ PART DET PROPN PRON PRON VERB VERB VERB ADP PROPN,15,0,0,ne,ne,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos228,Gos228.s86,Sf-sode-01618,"cesta , ona notranja cesta od Svetega Antona .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s86.mp3,cesta ona notranja cesta od Svetega Antona,NOUN DET ADJ NOUN ADP ADJ PROPN,Gos228.s87,Tf-sode-01617,a ma proti Abitanti ?,https://nl.ijs.si/project/gos20/Gos228/Gos228.s87.mp3,a ma proti Abitanti,PART PART ADP PROPN,4,0,0,a,a,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos228,Gos228.s87,Tf-sode-01617,a ma proti Abitanti ?,https://nl.ijs.si/project/gos20/Gos228/Gos228.s87.mp3,a ma proti Abitanti,PART PART ADP PROPN,Gos228.s88,Rm-sode-01614,ja .,https://nl.ijs.si/project/gos20/Gos228/Gos228.s88.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,1,0,a_is_question,
Gos228,Gos228.s88,Rm-sode-01614,ja .,https://nl.ijs.si/project/gos20/Gos228/Gos228.s88.mp3,ja,PART,Gos228.s89,If-sode-01616,"ja , proti Abitanti , ja .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s89.mp3,ja proti Abitanti ja,PART ADP PROPN PART,4,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos228,Gos228.s89,If-sode-01616,"ja , proti Abitanti , ja .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s89.mp3,ja proti Abitanti ja,PART ADP PROPN PART,Gos228.s90,Sf-sode-01618,"aaa , tista , ki je na , na , na križišču .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s90.mp3,aaa tista ki je na na na križišču,INTJ DET SCONJ VERB ADP ADP ADP NOUN,8,0,0,aaa,aaa,INTJ,discourse:filler,surprise,0,0,not_all_in_lexicon,
Gos228,Gos228.s90,Sf-sode-01618,"aaa , tista , ki je na , na , na križišču .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s90.mp3,aaa tista ki je na na na križišču,INTJ DET SCONJ VERB ADP ADP ADP NOUN,Gos228.s91,Rm-sode-01614,ja .,https://nl.ijs.si/project/gos20/Gos228/Gos228.s91.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,0,ok,
Gos228,Gos228.s91,Rm-sode-01614,ja .,https://nl.ijs.si/project/gos20/Gos228/Gos228.s91.mp3,ja,PART,Gos228.s92,If-sode-01616,"ja , ja .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s92.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,0,ok,
Gos228,Gos228.s92,If-sode-01616,"ja , ja .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s92.mp3,ja ja,PART PART,Gos228.s93,Sf-sode-01618,"ja , ja .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s93.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos228,Gos228.s93,Sf-sode-01618,"ja , ja .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s93.mp3,ja ja,PART PART,Gos228.s94,If-sode-01616,"no , in tam recimo , veš kje , jaz sem zavila že , že tam pri Škocjanu sem kar zavila na staro cesto , ker sem rekla , brez veze za ta dva metra iti na avtocesto , ne .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s94.mp3,no in tam recimo veš kje jaz sem zavila že že tam pri Škocjanu sem kar zavila na staro cesto ker sem rekla brez veze za ta dva metra iti na avtocesto ne,PART CCONJ ADV VERB VERB ADV PRON AUX VERB PART PART ADV ADP PROPN AUX ADV VERB ADP ADJ NOUN SCONJ AUX VERB ADP NOUN ADP DET NUM NOUN VERB ADP NOUN PART,33,0,0,no,no,PART,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos228,Gos228.s94,If-sode-01616,"no , in tam recimo , veš kje , jaz sem zavila že , že tam pri Škocjanu sem kar zavila na staro cesto , ker sem rekla , brez veze za ta dva metra iti na avtocesto , ne .",https://nl.ijs.si/project/gos20/Gos228/Gos228.s94.mp3,no in tam recimo veš kje jaz sem zavila že že tam pri Škocjanu sem kar zavila na staro cesto ker sem rekla brez veze za ta dva metra iti na avtocesto ne,PART CCONJ ADV VERB VERB ADV PRON AUX VERB PART PART ADV ADP PROPN AUX ADV VERB ADP ADJ NOUN SCONJ AUX VERB ADP NOUN ADP DET NUM NOUN VERB ADP NOUN PART,Gos228.s95,Sf-sode-01618,ja .,https://nl.ijs.si/project/gos20/Gos228/Gos228.s95.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos229,Gos229.s318,Lf-otro-06567,o .,https://nl.ijs.si/project/gos20/Gos229/Gos229.s318.mp3,o,INTJ,Gos229.s319,Ef-ssta-06566,"ja , pa če pomislim nazaj .",https://nl.ijs.si/project/gos20/Gos229/Gos229.s319.mp3,ja pa če pomislim nazaj,PART CCONJ SCONJ VERB ADV,5,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos229,Gos229.s320,Ef-ssta-06566,"to je bilo zanjo normalno , nikoli še drugače bilo ni .",https://nl.ijs.si/project/gos20/Gos229/Gos229.s320.mp3,to je bilo zanjo normalno nikoli še drugače bilo ni,DET AUX AUX PRON ADV ADV PART ADV VERB AUX,Gos229.s321,Lf-otro-06567,"ja , saj ja .",https://nl.ijs.si/project/gos20/Gos229/Gos229.s321.mp3,ja saj ja,PART CCONJ PART,3,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos229,Gos229.s325,Ef-ssta-06566,"in na eno stran je to eno uro , nazaj si bil pa pet minut .",https://nl.ijs.si/project/gos20/Gos229/Gos229.s325.mp3,in na eno stran je to eno uro nazaj si bil pa pet minut,CCONJ ADP NUM NOUN VERB DET NUM NOUN ADV AUX VERB CCONJ NUM NOUN,Gos229.s326,Lf-otro-06567,"ja , saj ja .",https://nl.ijs.si/project/gos20/Gos229/Gos229.s326.mp3,ja saj ja,PART CCONJ PART,3,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos229,Gos229.s330,Lf-otro-06567,navajen .,https://nl.ijs.si/project/gos20/Gos229/Gos229.s330.mp3,navajen,ADJ,Gos229.s331,Ef-ssta-06566,"ja , še spočit .",https://nl.ijs.si/project/gos20/Gos229/Gos229.s331.mp3,ja še spočit,PART PART ADJ,3,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos229,Gos229.s331,Ef-ssta-06566,"ja , še spočit .",https://nl.ijs.si/project/gos20/Gos229/Gos229.s331.mp3,ja še spočit,PART PART ADJ,Gos229.s332,Lf-otro-06567,a ne ?,https://nl.ijs.si/project/gos20/Gos229/Gos229.s332.mp3,a ne,ADV PART,2,0,1,a,a,ADV,root,surprise,0,1,a_continues,
Gos229,Gos229.s333,Ef-ssta-06566,"še celo spočit , ker si bil dosti na zraku .",https://nl.ijs.si/project/gos20/Gos229/Gos229.s333.mp3,še celo spočit ker si bil dosti na zraku,PART PART ADJ SCONJ AUX VERB DET ADP NOUN,Gos229.s334,Lf-otro-06567,ja .,https://nl.ijs.si/project/gos20/Gos229/Gos229.s334.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,0,ok,
Gos229,Gos229.s335,Lf-otro-06567,ja .,https://nl.ijs.si/project/gos20/Gos229/Gos229.s335.mp3,ja,PART,Gos229.s337,Ef-ssta-06566,"ja , zdaj je čisto drugače .",https://nl.ijs.si/project/gos20/Gos229/Gos229.s337.mp3,ja zdaj je čisto drugače,PART ADV VERB ADV ADV,5,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos229,Gos229.s338,Ef-ssta-06566,zdaj je preveč dobro pa lepo .,https://nl.ijs.si/project/gos20/Gos229/Gos229.s338.mp3,zdaj je preveč dobro pa lepo,ADV VERB DET ADV CCONJ ADV,Gos229.s339,Lf-otro-06567,"ja , od- , zdaj , spremenilo se je vse , a ne .",https://nl.ijs.si/project/gos20/Gos229/Gos229.s339.mp3,ja od- zdaj spremenilo se je vse a ne,PART X ADV VERB PRON AUX DET ADV PART,9,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
